vehicleid,serialnumber,bikelotid,lastmaintenanceon,lockid,position
1115,1115000,5,2020-04-02 12:31:50.000000,,"(51.2291,4.42473)"
1116,1116000,5,2020-04-10 15:14:55.000000,,"(51.2054,4.41352)"
1117,1117000,5,2021-03-10 11:45:34.000000,3223,"(51.2313,4.421)"
1118,1118000,5,2019-10-15 04:34:50.000000,,"(51.2241,4.43214)"
1119,1119000,5,2021-03-24 03:17:49.000000,,"(51.2177,4.42075)"
1120,1120000,5,2019-11-15 01:52:33.000000,,"(51.2273,4.4307)"
1121,1121000,5,2022-06-09 16:39:18.000000,,"(51.213,4.42164)"
1122,1122000,5,2019-11-16 01:59:23.000000,,"(51.2243,4.39907)"
1123,1123000,5,2020-05-17 07:06:53.000000,,"(51.2177,4.42075)"
1124,1124000,5,2020-07-18 05:17:29.000000,3224,"(51.2313,4.421)"
1125,1125000,5,2020-02-12 22:29:16.000000,,"(51.2216,4.4005)"
1126,1126000,5,2019-10-06 17:14:46.000000,,"(51.2069,4.43013)"
1127,1127000,5,2023-09-13 16:18:46.000000,7236,"(51.2043,4.46124)"
1128,1128000,5,2019-10-15 00:17:08.000000,,"(51.2211,4.39678)"
1129,1129000,5,2020-03-25 13:10:10.000000,,"(51.2281,4.409)"
1130,1130000,5,2020-01-13 18:29:22.000000,,"(51.2032,4.42845)"
1131,1131000,5,2019-12-19 15:10:52.000000,,"(51.2195,4.41169)"
1132,1132000,5,2020-01-13 18:29:40.000000,,"(51.2032,4.42845)"
1133,1133000,5,2021-01-07 05:57:19.000000,,"(51.2165,4.39375)"
1134,1134000,5,2019-12-02 21:03:14.000000,,"(51.2241,4.43214)"
1135,1135000,5,2021-04-18 21:55:12.000000,,"(51.2182,4.41238)"
1136,1136000,5,2019-09-22 10:19:34.000000,,"(51.2078,4.39439)"
1137,1137000,5,2019-11-16 03:28:03.000000,,"(51.2228,4.42426)"
1138,1138000,5,2019-10-31 16:21:36.000000,,"(51.209,4.43266)"
1139,1139000,5,2019-11-06 18:24:29.000000,,"(51.2034,4.39221)"
1140,1140000,5,2020-08-11 01:07:02.000000,,"(51.2158,4.40314)"
1141,1141000,5,2022-04-07 03:11:49.000000,,"(51.219,4.40405)"
1142,1142000,5,2019-10-26 23:07:03.000000,259,"(51.2276,4.43921)"
1143,1143000,5,2020-04-13 07:50:05.000000,,"(51.1994,4.39013)"
1144,1144000,5,2020-06-29 07:09:09.000000,,"(51.2195,4.41169)"
1145,1145000,5,2019-11-11 10:43:20.000000,,"(51.2103,4.39686)"
1146,1146000,5,2019-12-29 08:47:05.000000,,"(51.1971,4.4103)"
1147,1147000,5,2023-03-02 00:34:08.000000,,"(51.2187,4.40066)"
1148,1148000,5,2019-10-26 08:12:24.000000,,"(51.2186,4.43056)"
1149,1149000,5,2023-09-07 04:11:27.000000,6228,"(51.1943,4.37909)"
1150,1150000,5,2019-10-08 15:20:55.000000,3010,"(51.2299,4.41942)"
1151,1151000,5,2023-09-07 15:13:06.000000,5363,"(51.1851,4.43204)"
1152,1152000,5,2019-11-03 00:44:02.000000,,"(51.2023,4.41208)"
1153,1153000,5,2019-12-21 01:56:44.000000,,"(51.2058,4.41837)"
1154,1154000,5,2020-05-18 07:18:45.000000,,"(51.2123,4.40364)"
1155,1155000,5,2019-10-26 23:07:29.000000,,"(51.2276,4.43921)"
1156,1156000,5,2019-10-03 09:35:21.000000,,"(51.2148,4.39251)"
1157,1157000,5,2020-02-26 06:32:58.000000,,"(51.2008,4.39421)"
1158,1158000,5,2019-09-24 03:58:03.000000,187,"(51.2058,4.41837)"
1159,1159000,5,2023-01-07 02:45:11.000000,,"(51.2058,4.41837)"
1160,1160000,5,2020-02-06 15:35:43.000000,,"(51.2104,4.38767)"
1161,1161000,5,2019-12-10 09:50:49.000000,,"(51.2177,4.42075)"
1162,1162000,5,2019-10-08 19:02:42.000000,,"(51.2099,4.42248)"
1163,1163000,5,2019-11-12 15:49:23.000000,,"(51.2104,4.38767)"
1164,1164000,5,2019-10-24 09:43:57.000000,,"(51.2135,4.40496)"
1165,1165000,5,2019-11-10 17:03:20.000000,,"(51.226,4.42343)"
1166,1166000,5,2023-08-31 13:18:14.000000,4680,"(51.2134,4.45347)"
1167,1167000,5,2019-09-29 12:50:59.000000,,"(51.2104,4.38767)"
1168,1168000,5,2020-05-01 09:19:59.000000,,"(51.2195,4.41169)"
1169,1169000,5,2020-01-10 16:22:18.000000,,"(51.2216,4.4005)"
1170,1170000,5,2019-10-28 06:22:13.000000,,"(51.2018,4.40607)"
1171,1171000,5,2019-10-12 09:10:18.000000,,"(51.2099,4.42248)"
1172,1172000,5,2020-12-11 07:59:53.000000,,"(51.2241,4.43214)"
1173,1173000,5,2019-11-11 12:29:38.000000,,"(51.2142,4.4162)"
1174,1174000,5,2023-09-10 07:16:37.000000,6065,"(51.1735,4.35219)"
1175,1175000,5,2023-09-10 13:39:48.000000,4860,"(51.2083,4.44595)"
1176,1176000,5,2022-09-03 18:44:57.000000,,"(51.219,4.40405)"
1177,1177000,5,2019-11-29 01:31:52.000000,7510,"(51.2062,4.38336)"
1178,1178000,5,2019-09-28 16:28:30.000000,,"(51.2281,4.409)"
1179,1179000,5,2021-03-11 06:29:24.000000,,"(51.2177,4.42075)"
1180,1180000,5,2020-01-30 16:43:49.000000,,"(51.2165,4.39375)"
1181,1181000,5,2019-12-27 00:48:17.000000,,"(51.2008,4.39421)"
1182,1182000,5,2019-12-22 17:06:34.000000,,"(51.2148,4.39632)"
1183,1183000,5,2020-01-23 20:26:07.000000,,"(51.2148,4.39251)"
1184,1184000,5,2019-09-29 04:10:26.000000,,"(51.2012,4.40224)"
1185,1185000,5,2023-09-11 09:10:20.000000,6696,"(51.1711,4.3672)"
1186,1186000,5,2019-11-07 00:03:49.000000,1911,"(51.2047,4.38766)"
1187,1187000,5,2020-02-17 14:20:13.000000,,"(51.2174,4.42002)"
1188,1188000,5,2019-11-27 00:54:32.000000,,"(51.2103,4.39686)"
1189,1189000,5,2023-09-13 05:20:43.000000,2322,"(51.2153,4.41198)"
1190,1190000,5,2019-09-21 16:48:20.000000,,"(51.2099,4.42248)"
1191,1191000,5,2019-12-25 05:49:25.000000,,"(51.1971,4.4103)"
1192,1192000,5,2020-02-06 10:05:56.000000,,"(51.2179,4.41777)"
1193,1193000,5,2023-08-29 11:10:46.000000,990,"(51.2179,4.41777)"
1194,1194000,5,2020-09-30 23:58:52.000000,,"(51.2177,4.42075)"
1195,1195000,5,2019-12-27 12:37:57.000000,,"(51.2241,4.43214)"
1196,1196000,5,2022-03-10 13:37:10.000000,289,"(51.2279,4.37864)"
1197,1197000,5,2019-11-12 12:26:42.000000,,"(51.2311,4.41267)"
1198,1198000,5,2020-10-12 00:05:13.000000,,"(51.206,4.39297)"
1199,1199000,5,2019-11-04 03:45:18.000000,,"(51.2179,4.41777)"
1200,1200000,5,2019-10-20 08:44:29.000000,,"(51.2023,4.41208)"
1201,1201000,5,2019-09-30 00:11:11.000000,2205,"(51.2123,4.39402)"
1202,1202000,5,2019-09-21 20:16:57.000000,,"(51.2187,4.40066)"
1203,1203000,5,2019-10-11 05:48:56.000000,2200,"(51.2123,4.39402)"
1204,1204000,5,2020-02-23 08:17:55.000000,,"(51.2153,4.41198)"
1205,1205000,5,2019-12-21 13:51:47.000000,,"(51.2078,4.39439)"
1206,1206000,5,2019-12-03 02:45:44.000000,,"(51.2187,4.40066)"
1207,1207000,5,2023-09-15 15:35:46.000000,6912,"(51.2521,4.43305)"
1208,1208000,5,2020-10-19 07:54:28.000000,,"(51.2069,4.43013)"
1209,1209000,5,2019-10-22 15:20:19.000000,,"(51.2008,4.39421)"
1210,1210000,5,2019-10-01 23:16:14.000000,,"(51.2276,4.43921)"
1211,1211000,5,2020-02-22 18:52:09.000000,,"(51.2195,4.41169)"
1212,1212000,5,2023-09-05 00:26:45.000000,360,"(51.22,4.37552)"
1213,1213000,5,2020-03-22 00:20:48.000000,,"(51.2008,4.39808)"
1214,1214000,5,2019-10-25 19:18:34.000000,,"(51.2195,4.41169)"
1215,1215000,5,2019-11-29 04:45:31.000000,,"(51.211,4.39035)"
1216,1216000,5,2023-09-12 17:08:32.000000,6263,"(51.1941,4.39304)"
1217,1217000,5,2020-08-31 02:44:32.000000,,"(51.213,4.42164)"
1218,1218000,5,2021-03-31 18:24:56.000000,,"(51.2177,4.42075)"
1219,1219000,5,2023-09-08 22:20:39.000000,7146,"(51.1772,4.37486)"
1220,1220000,5,2019-10-11 19:42:15.000000,,"(51.2092,4.40293)"
1221,1221000,5,2020-07-19 04:39:49.000000,,"(51.2187,4.40066)"
1222,1222000,5,2020-01-23 14:48:40.000000,,"(51.2153,4.41198)"
1223,1223000,5,2019-12-04 09:18:28.000000,,"(51.2104,4.38767)"
1224,1224000,5,2021-06-13 22:14:42.000000,,"(51.2177,4.42075)"
1225,1225000,5,2020-11-07 02:44:15.000000,,"(51.2165,4.39375)"
1226,1226000,5,2020-10-06 22:12:09.000000,,"(51.2104,4.38767)"
1227,1227000,5,2019-12-11 05:49:51.000000,,"(51.2299,4.43167)"
1228,1228000,5,2020-01-01 16:24:42.000000,,"(51.2125,4.40924)"
1229,1229000,5,2020-04-11 02:10:08.000000,,"(51.2179,4.41777)"
1230,1230000,5,2019-10-02 09:32:39.000000,,"(51.2221,4.43375)"
1231,1231000,5,2020-03-22 19:12:48.000000,,"(51.2008,4.39808)"
1232,1232000,5,2019-09-22 16:22:39.000000,,"(51.2092,4.40293)"
1233,1233000,5,2019-09-23 02:12:56.000000,,"(51.219,4.40405)"
1234,1234000,5,2019-11-26 05:55:37.000000,,"(51.2032,4.42845)"
1235,1235000,5,2019-12-18 08:58:24.000000,,"(51.2182,4.41238)"
1236,1236000,5,2020-01-01 21:09:38.000000,633,"(51.2282,4.41337)"
1237,1237000,5,2019-11-18 05:46:11.000000,,"(51.2153,4.41198)"
1238,1238000,5,2021-08-18 11:08:06.000000,,"(51.22,4.37552)"
1239,1239000,5,2020-01-28 04:45:18.000000,1011,"(51.2016,4.42358)"
1240,1240000,5,2019-09-30 08:16:47.000000,,"(51.2182,4.41238)"
1241,1241000,5,2020-03-26 08:04:35.000000,,"(51.2008,4.39421)"
1242,1242000,5,2019-10-17 11:28:57.000000,,"(51.2135,4.40496)"
1243,1243000,5,2020-01-19 19:18:24.000000,,"(51.2333,4.40311)"
1244,1244000,5,2020-12-26 17:50:14.000000,,"(51.2269,4.40543)"
1245,1245000,5,2021-10-04 20:47:39.000000,,"(51.2281,4.409)"
1246,1246000,5,2019-12-24 07:30:13.000000,,"(51.2189,4.4012)"
1247,1247000,5,2019-12-05 17:54:23.000000,,"(51.2088,4.38734)"
1248,1248000,5,2020-10-28 12:57:46.000000,,"(51.2281,4.40573)"
1249,1249000,5,2019-11-01 23:44:48.000000,,"(51.2201,4.43269)"
1250,1250000,5,2023-07-11 20:25:30.000000,,"(51.2177,4.42075)"
1251,1251000,5,2019-09-22 02:26:05.000000,,"(51.2008,4.39421)"
1252,1252000,5,2020-02-28 12:17:11.000000,,"(51.2165,4.39375)"
1253,1253000,5,2020-01-24 19:16:13.000000,,"(51.2189,4.4012)"
1254,1254000,5,2020-05-28 10:06:41.000000,,"(51.2187,4.40066)"
1255,1255000,5,2020-01-06 23:46:56.000000,,"(51.2099,4.39098)"
1256,1256000,5,2020-06-29 02:38:27.000000,,"(51.2171,4.39924)"
1257,1257000,5,2020-01-29 06:29:11.000000,,"(51.2254,4.4184)"
1258,1258000,5,2020-02-28 15:03:45.000000,,"(51.2187,4.40066)"
1259,1259000,5,2020-02-26 12:46:33.000000,,"(51.211,4.40724)"
1260,1260000,5,2019-12-31 04:45:24.000000,,"(51.2259,4.40086)"
1261,1261000,5,2019-12-12 02:31:18.000000,3206,"(51.2173,4.42017)"
1262,1262000,5,2019-09-30 05:21:23.000000,,"(51.211,4.40724)"
1263,1263000,5,2020-01-24 21:47:58.000000,,"(51.2281,4.409)"
1264,1264000,5,2020-08-02 06:36:59.000000,,"(51.2016,4.42358)"
1265,1265000,5,2023-09-12 21:37:54.000000,324,"(51.2184,4.38558)"
1266,1266000,5,2019-09-22 00:26:32.000000,,"(51.2276,4.43921)"
1267,1267000,5,2019-12-11 05:49:13.000000,,"(51.2299,4.43167)"
1268,1268000,5,2023-09-14 14:50:04.000000,4535,"(51.2192,4.46007)"
1269,1269000,5,2020-04-29 20:28:39.000000,,"(51.2058,4.41837)"
1270,1270000,5,2023-09-02 10:35:40.000000,4806,"(51.2068,4.47132)"
1271,1271000,5,2019-12-30 21:41:47.000000,,"(51.219,4.40405)"
1272,1272000,5,2020-01-05 04:57:56.000000,,"(51.2217,4.42071)"
1273,1273000,5,2019-10-11 10:09:56.000000,,"(51.2182,4.41238)"
1274,1274000,5,2019-11-28 18:49:06.000000,,"(51.2171,4.40888)"
1275,1275000,5,2022-05-09 01:31:55.000000,,"(51.2099,4.42248)"
1276,1276000,5,2019-10-23 22:40:13.000000,,"(51.2036,4.41518)"
1277,1277000,5,2023-09-13 14:30:18.000000,7397,"(51.1683,4.40557)"
1278,1278000,5,2019-11-02 20:45:16.000000,,"(51.2291,4.42473)"
1279,1279000,5,2020-01-09 04:50:40.000000,,"(51.211,4.40724)"
1280,1280000,5,2021-01-03 12:19:53.000000,,"(51.2251,4.46613)"
1281,1281000,5,2019-12-10 03:53:57.000000,,"(51.211,4.40724)"
1282,1282000,5,2019-11-04 09:27:09.000000,,"(51.2182,4.41238)"
1283,1283000,5,2021-01-23 07:26:35.000000,,"(51.2305,4.40769)"
1284,1284000,5,2020-01-31 14:52:04.000000,,"(51.2195,4.41169)"
1285,1285000,5,2019-12-08 06:05:48.000000,,"(51.2187,4.40066)"
1286,1286000,5,2019-09-21 04:19:57.000000,4616,"(51.2176,4.48212)"
1287,1287000,5,2020-07-24 17:33:41.000000,,"(51.1985,4.39071)"
1288,1288000,6,2020-05-20 22:02:48.000000,,"(51.2077,4.39846)"
1289,1289000,6,2023-08-22 19:33:53.000000,1368,"(51.2174,4.42002)"
1290,1290000,6,2020-01-10 09:37:03.000000,,"(51.2221,4.40467)"
1291,1291000,6,2019-10-14 03:56:06.000000,,"(51.2148,4.39251)"
1292,1292000,6,2022-04-11 21:53:15.000000,,"(51.2177,4.42075)"
1293,1293000,6,2019-09-30 23:33:49.000000,,"(51.2224,4.43004)"
1294,1294000,6,2023-09-09 01:41:53.000000,3707,"(51.2564,4.44715)"
1295,1295000,6,2019-12-10 18:39:52.000000,,"(51.2177,4.42075)"
1296,1296000,6,2023-09-10 13:06:55.000000,3923,"(51.2473,4.44902)"
1297,1297000,6,2019-10-29 08:57:50.000000,,"(51.2018,4.40607)"
1298,1298000,6,2019-10-15 23:30:08.000000,,"(51.2276,4.43921)"
1299,1299000,6,2020-06-16 01:29:38.000000,,"(51.2177,4.42062)"
1300,1300000,6,2019-10-02 15:48:16.000000,,"(51.2177,4.42075)"
1301,1301000,6,2023-09-10 12:02:48.000000,1566,"(51.2273,4.4307)"
1302,1302000,6,2019-11-23 22:57:58.000000,,"(51.2179,4.41777)"
1303,1303000,6,2019-10-03 11:27:14.000000,,"(51.2103,4.39686)"
1304,1304000,6,2019-12-15 13:30:22.000000,,"(51.2189,4.4012)"
1305,1305000,6,2023-09-10 12:53:37.000000,1008,"(51.1991,4.41545)"
1306,1306000,6,2019-12-06 11:07:36.000000,2091,"(51.2099,4.39098)"
1307,1307000,6,2023-09-15 03:38:47.000000,7108,"(51.1875,4.36355)"
1308,1308000,6,2023-08-22 03:22:53.000000,,"(51.2187,4.40066)"
1309,1309000,6,2019-11-02 22:22:22.000000,,"(51.2276,4.43921)"
1310,1310000,6,2023-09-07 08:59:20.000000,1872,"(51.2034,4.39221)"
1311,1311000,6,2019-10-09 17:58:03.000000,1013,"(51.2016,4.42358)"
1312,1312000,6,2019-10-13 11:12:23.000000,,"(51.2104,4.38767)"
1313,1313000,6,2019-11-21 02:37:26.000000,,"(51.2216,4.4005)"
1314,1314000,6,2019-11-29 18:29:41.000000,,"(51.2099,4.39098)"
1315,1315000,6,2023-09-08 19:11:20.000000,2070,"(51.209,4.43266)"
1316,1316000,6,2023-09-10 12:34:35.000000,7342,"(51.1675,4.38542)"
1317,1317000,6,2020-08-31 07:12:39.000000,,"(51.2141,4.39792)"
1318,1318000,6,2019-09-28 17:54:43.000000,,"(51.2058,4.41837)"
1319,1319000,6,2019-11-26 05:55:43.000000,,"(51.2032,4.42845)"
1320,1320000,6,2019-12-30 09:30:12.000000,,"(51.2177,4.42075)"
1321,1321000,6,2019-12-15 11:51:51.000000,,"(51.2177,4.42075)"
1322,1322000,6,2023-09-12 20:00:12.000000,5202,"(51.1896,4.42166)"
1323,1323000,6,2023-09-10 17:09:13.000000,6192,"(51.1885,4.39095)"
1324,1324000,6,2019-09-23 08:33:50.000000,,"(51.2165,4.39375)"
1325,1325000,6,2020-07-20 06:03:05.000000,,"(51.2195,4.41169)"
1326,1326000,6,2019-10-16 03:49:44.000000,,"(51.2099,4.42248)"
1327,1327000,6,2019-10-17 08:39:29.000000,,"(51.2141,4.39792)"
1328,1328000,6,2019-11-01 02:30:39.000000,,"(51.2201,4.43269)"
1329,1329000,6,2020-01-07 04:38:43.000000,,"(51.2237,4.40297)"
1330,1330000,6,2021-10-21 00:27:05.000000,,"(51.2187,4.40066)"
1331,1331000,6,2022-07-22 16:39:44.000000,,"(51.2177,4.42075)"
1332,1332000,6,2023-04-16 15:43:51.000000,,"(51.2099,4.42248)"
1333,1333000,6,2020-03-18 23:45:08.000000,,"(51.2195,4.41169)"
1334,1334000,6,2021-06-05 19:45:41.000000,,"(51.2281,4.409)"
1335,1335000,6,2019-11-19 02:09:42.000000,,"(51.2125,4.40924)"
1336,1336000,6,2019-10-17 18:35:25.000000,,"(51.2294,4.41127)"
1337,1337000,6,2020-05-18 07:18:49.000000,,"(51.2123,4.40364)"
1338,1338000,6,2021-03-23 09:51:42.000000,,"(51.2281,4.409)"
1339,1339000,6,2020-01-02 20:11:09.000000,,"(51.2241,4.43214)"
1340,1340000,6,2019-10-05 10:23:17.000000,,"(51.2276,4.43921)"
1341,1341000,6,2021-01-19 20:23:42.000000,,"(51.2221,4.40467)"
1342,1342000,6,2020-07-17 16:06:25.000000,,"(51.2187,4.40066)"
1343,1343000,6,2019-11-21 04:40:55.000000,1483,"(51.2165,4.39375)"
1344,1344000,6,2020-10-29 18:47:07.000000,,"(51.2177,4.42075)"
1345,1345000,6,2019-11-11 01:22:09.000000,,"(51.2135,4.40496)"
1346,1346000,6,2019-10-31 04:54:15.000000,1910,"(51.2047,4.38766)"
1347,1347000,6,2020-11-14 04:44:08.000000,,"(51.2282,4.41337)"
1348,1348000,6,2021-03-16 05:47:20.000000,,"(51.2314,4.40357)"
1349,1349000,6,2019-11-18 09:59:16.000000,,"(51.2032,4.42845)"
1350,1350000,6,2019-10-11 11:03:26.000000,,"(51.2008,4.39808)"
1351,1351000,6,2019-09-26 12:54:02.000000,139,"(51.1994,4.39013)"
1352,1352000,6,2020-09-12 23:26:30.000000,,"(51.2177,4.42075)"
1353,1353000,6,2020-01-17 07:49:27.000000,,"(51.1968,4.40579)"
1354,1354000,6,2020-01-04 10:42:17.000000,,"(51.2069,4.43013)"
1355,1355000,6,2019-10-21 17:55:04.000000,,"(51.2195,4.41169)"
1356,1356000,6,2019-09-21 01:33:12.000000,4314,"(51.2292,4.46201)"
1357,1357000,6,2019-10-03 07:54:36.000000,2995,"(51.2294,4.41127)"
1358,1358000,6,2020-01-06 09:49:50.000000,,"(51.2224,4.43004)"
1359,1359000,6,2021-03-17 19:51:48.000000,,"(51.2183,4.41409)"
1360,1360000,6,2020-01-13 06:07:47.000000,,"(51.2088,4.38734)"
1361,1361000,6,2019-10-14 19:14:20.000000,,"(51.211,4.39035)"
1362,1362000,6,2019-10-14 22:58:02.000000,,"(51.2023,4.41208)"
1363,1363000,6,2019-09-22 07:50:27.000000,,"(51.2038,4.42077)"
1364,1364000,6,2019-11-13 23:46:58.000000,,"(51.2179,4.41777)"
1365,1365000,6,2019-09-22 12:49:16.000000,,"(51.2018,4.40607)"
1366,1366000,6,2019-12-10 18:39:13.000000,,"(51.2177,4.42075)"
1367,1367000,6,2019-11-10 22:57:04.000000,,"(51.2186,4.43056)"
1368,1368000,6,2020-02-19 08:24:21.000000,,"(51.2104,4.38767)"
1369,1369000,6,2019-12-14 02:31:21.000000,,"(51.2125,4.40924)"
1370,1370000,6,2022-05-15 12:18:58.000000,4681,"(51.2104,4.45252)"
1371,1371000,6,2020-07-08 05:58:51.000000,,"(51.2281,4.409)"
1372,1372000,6,2020-11-06 21:54:13.000000,,"(51.1999,4.41879)"
1373,1373000,6,2023-09-10 20:38:08.000000,2124,"(51.2101,4.41739)"
1374,1374000,6,2019-11-15 06:25:27.000000,,"(51.2182,4.41238)"
1375,1375000,6,2019-10-07 07:25:59.000000,,"(51.2165,4.39375)"
1376,1376000,6,2019-12-04 13:53:39.000000,,"(51.2165,4.39375)"
1377,1377000,6,2019-11-19 16:59:58.000000,2076,"(51.2092,4.40293)"
1378,1378000,6,2019-10-04 09:33:35.000000,,"(51.2221,4.43375)"
1379,1379000,6,2019-10-24 08:56:32.000000,,"(51.2018,4.40607)"
1380,1380000,6,2019-10-08 05:58:42.000000,,"(51.2281,4.409)"
1381,1381000,6,2019-12-22 13:17:59.000000,,"(51.2034,4.39221)"
1382,1382000,6,2019-11-10 11:36:18.000000,,"(51.2036,4.41518)"
1383,1383000,6,2020-01-20 14:25:02.000000,,"(51.2148,4.39632)"
1384,1384000,6,2023-05-04 22:22:51.000000,,"(51.2104,4.38767)"
1385,1385000,6,2019-09-29 23:26:25.000000,,"(51.209,4.43266)"
1386,1386000,6,2019-11-09 10:35:29.000000,,"(51.2125,4.40924)"
1387,1387000,6,2023-09-10 21:14:59.000000,6894,"(51.2174,4.37791)"
1388,1388000,6,2019-09-28 01:50:31.000000,591,"(51.2297,4.40572)"
1389,1389000,6,2019-10-09 20:05:32.000000,,"(51.2177,4.42075)"
1390,1390000,6,2020-05-12 07:19:11.000000,,"(51.2241,4.43214)"
1391,1391000,6,2019-12-05 17:54:53.000000,,"(51.2088,4.38734)"
1392,1392000,6,2019-10-15 22:07:38.000000,,"(51.219,4.40405)"
1393,1393000,6,2020-06-25 07:43:04.000000,,"(51.2187,4.40066)"
1394,1394000,6,2019-10-22 07:18:20.000000,,"(51.2276,4.43921)"
1395,1395000,6,2023-09-10 12:46:39.000000,558,"(51.2314,4.40357)"
1396,1396000,6,2020-01-02 22:49:28.000000,,"(51.1985,4.39071)"
1397,1397000,6,2020-02-13 22:53:53.000000,,"(51.1999,4.41879)"
1398,1398000,6,2020-01-28 19:50:47.000000,,"(51.2099,4.42248)"
1399,1399000,6,2022-01-08 06:57:09.000000,,"(51.2099,4.42248)"
1400,1400000,6,2019-11-30 12:13:59.000000,,"(51.2189,4.4012)"
1401,1401000,6,2020-01-05 06:31:39.000000,,"(51.2251,4.41206)"
1402,1402000,6,2019-09-21 08:16:16.000000,3686,"(51.2564,4.44715)"
1403,1403000,6,2019-11-28 19:35:52.000000,,"(51.2187,4.40066)"
1404,1404000,6,2019-10-14 06:26:38.000000,,"(51.2221,4.40467)"
1405,1405000,6,2019-12-21 06:17:54.000000,,"(51.2237,4.40297)"
1406,1406000,6,2019-11-26 12:15:51.000000,,"(51.2134,4.41328)"
1407,1407000,6,2020-05-30 17:32:49.000000,,"(51.2123,4.40364)"
1408,1408000,6,2020-03-03 17:11:35.000000,,"(51.2215,4.40869)"
1409,1409000,6,2019-10-26 07:38:23.000000,,"(51.2224,4.43004)"
1410,1410000,6,2019-12-08 07:04:07.000000,,"(51.2281,4.409)"
1411,1411000,6,2023-09-14 13:07:22.000000,756,"(51.1968,4.39632)"
1412,1412000,6,2020-03-25 21:17:35.000000,,"(51.2177,4.42075)"
1413,1413000,6,2019-11-08 21:45:17.000000,,"(51.2141,4.39792)"
1414,1414000,6,2020-01-15 01:36:49.000000,,"(51.213,4.42164)"
1415,1415000,6,2019-11-13 23:46:06.000000,,"(51.2179,4.41777)"
1416,1416000,6,2019-10-10 21:56:42.000000,,"(51.2182,4.41238)"
1417,1417000,6,2019-10-01 21:57:17.000000,,"(51.2177,4.42062)"
1418,1418000,6,2023-09-14 13:28:41.000000,4374,"(51.2292,4.46783)"
1419,1419000,6,2020-01-01 18:44:31.000000,,"(51.2241,4.43214)"
1420,1420000,6,2023-09-02 16:21:19.000000,1980,"(51.2078,4.39439)"
1421,1421000,6,2023-09-02 19:57:14.000000,1746,"(51.2008,4.39421)"
1422,1422000,6,2021-10-23 18:44:54.000000,,"(51.2224,4.43004)"
1423,1423000,6,2023-09-10 22:25:02.000000,6174,"(51.1908,4.38101)"
1424,1424000,6,2021-06-06 16:55:06.000000,,"(51.2104,4.38767)"
1425,1425000,6,2023-09-15 20:58:28.000000,5633,"(51.1744,4.40334)"
1426,1426000,6,2019-09-24 10:36:50.000000,,"(51.219,4.40405)"
1427,1427000,6,2019-11-06 20:13:34.000000,1354,"(51.2174,4.42002)"
1428,1428000,6,2020-01-27 22:31:53.000000,,"(51.2165,4.39375)"
1429,1429000,6,2019-10-12 11:56:54.000000,,"(51.2186,4.43056)"
1430,1430000,6,2019-09-24 10:36:54.000000,,"(51.219,4.40405)"
1431,1431000,6,2020-07-28 00:37:51.000000,,"(51.2038,4.42077)"
1432,1432000,6,2023-09-12 16:33:27.000000,5598,"(51.1705,4.39471)"
1433,1433000,6,2020-02-14 15:31:04.000000,,"(51.1994,4.39013)"
1434,1434000,6,2020-06-19 18:44:54.000000,,"(51.2104,4.38767)"
1435,1435000,6,2021-01-06 09:54:28.000000,,"(51.2155,4.42551)"
1436,1436000,6,2020-02-13 17:02:36.000000,,"(51.1931,4.408)"
1437,1437000,6,2020-11-03 00:14:27.000000,,"(51.2099,4.42248)"
1438,1438000,6,2020-01-23 19:25:43.000000,,"(51.2221,4.40467)"
1439,1439000,6,2022-09-11 19:45:38.000000,,"(51.2058,4.41837)"
1440,1440000,6,2019-10-10 14:36:39.000000,,"(51.2058,4.41837)"
1441,1441000,6,2020-06-24 11:53:58.000000,,"(51.1931,4.408)"
1442,1442000,6,2019-12-09 19:19:54.000000,,"(51.2142,4.4162)"
1443,1443000,6,2020-06-26 10:51:13.000000,,"(51.211,4.39035)"
1444,1444000,6,2022-03-09 09:13:41.000000,4339,"(51.2292,4.46783)"
1445,1445000,6,2019-10-19 14:42:58.000000,,"(51.2123,4.40364)"
1446,1446000,6,2019-10-02 08:30:58.000000,,"(51.2174,4.42002)"
1447,1447000,6,2020-11-01 14:02:58.000000,,"(51.2276,4.43921)"
1448,1448000,6,2021-03-14 12:41:48.000000,3457,"(51.2609,4.42039)"
1449,1449000,6,2019-10-01 03:02:52.000000,,"(51.2195,4.41169)"
1450,1450000,6,2019-09-21 01:33:07.000000,4306,"(51.2292,4.46201)"
1451,1451000,6,2023-03-25 07:55:55.000000,,"(51.219,4.40405)"
1452,1452000,6,2020-07-05 16:45:53.000000,,"(51.2078,4.39439)"
1453,1453000,6,2019-11-10 20:13:35.000000,,"(51.2101,4.41739)"
1454,1454000,6,2019-12-05 17:54:28.000000,2002,"(51.2088,4.38734)"
1455,1455000,6,2020-05-05 01:27:03.000000,,"(51.2141,4.39792)"
1456,1456000,6,2020-02-19 23:06:33.000000,,"(51.1931,4.408)"
1457,1457000,6,2019-12-10 09:50:26.000000,,"(51.2177,4.42075)"
1458,1458000,6,2020-03-16 05:45:27.000000,,"(51.2123,4.39402)"
1459,1459000,6,2020-11-25 20:52:02.000000,,"(51.2269,4.40543)"
1460,1460000,6,2019-11-21 17:14:39.000000,,"(51.1984,4.4022)"
1461,1461000,6,2019-12-02 16:38:44.000000,,"(51.2211,4.39678)"
